0,starts eye gazing
0.0304855,blink
0.0544366,blink
0.0764974,blink
0.0992581,blink
0.1214973,blink
0.1435073,blink
0.1691182,blink
0.1859088,blink
0.207179,blink
0.2284076,blink
0.2490896,blink
0.2663125,blink
0.2889568,blink
0.8035469,blink
0.8251722,blink
0.8467534,blink
0.8647389,blink
0.8785009,blink
0.9031333,blink
0.9184044,blink
0.9383816,blink
0.9588337,blink
1.2735721,blink
1.2958335,blink
1.3184345,blink
1.3462958,blink
1.3634112,blink
1.3806912,blink
2.1883429,blink
2.2105627,blink
2.2365682,blink
2.2560012,blink
2.2749639,blink
2.293337,blink
5.762492,blink
5.7852415,blink
5.8108679,blink
9.0148575,blink
9.0349887,blink
9.051445,blink
13.5960607,blink
13.6152516,blink
13.6310544,blink
13.6493327,blink
13.6701554,blink
15.5820823,blink
15.6032245,blink
15.6275515,blink
15.6496098,blink
16.3957842,blink
16.4160925,blink
16.4390232,blink
16.6815379,blink
16.7044844,blink
16.723816,blink
20.1708943,blink
20.1974259,blink
20.2120035,blink
20.2324827,blink
20.2461124,blink
20.2661622,blink
21.2781205,blink
21.2973427,blink
21.3126957,blink
21.3328573,blink
21.3550852,blink
21.3781382,blink
21.40349,blink
21.4199702,blink
21.4359222,blink
21.4534642,blink
21.4766502,blink
21.4995678,blink
21.5220309,blink
21.5380962,blink
21.5629091,blink
21.5779919,blink
21.6002209,blink
21.6151652,blink
22.8517566,blink
22.8742138,blink
22.8963267,blink
22.9423115,blink
24.7624451,blink
24.7830115,blink
24.7989794,blink
24.8180419,blink
24.8410392,blink
26.6209569,blink
26.6453192,blink
26.6610798,blink
26.6834406,blink
26.7038159,blink
26.7185613,blink
26.7401664,blink
26.8181145,blink
26.8395445,blink
26.8590516,blink
26.873548,blink
26.8898245,blink
26.9086175,blink
29.1381824,blink
29.1580079,blink
29.1739067,blink
29.1956226,blink
29.2183227,blink
29.2446554,blink
29.2720316,blink
29.2941435,blink
29.3145289,blink
29.3322398,blink
29.3474753,blink
32.9940555,blink
33.0215646,blink
33.036286,blink
33.0518378,blink
34.7143122,blink
34.7437444,blink
34.7593961,blink
34.7759454,blink
34.7935981,blink
36.5336892,blink
36.5536067,blink
36.5689226,blink
36.5846525,blink
36.8777244,blink
36.8939116,blink
36.915222,blink
36.9461205,blink
37.0002757,blink
37.0204524,blink
37.0406345,blink
37.0573101,blink
37.0863685,blink
38.5822872,blink
38.5982738,blink
38.6201903,blink
38.6403142,blink
38.6559665,blink
38.6748978,blink
39.6404055,blink
39.6615738,blink
39.6843126,blink
39.6984677,blink
39.7231111,blink
43.3640755,blink
43.3820692,blink
43.4029113,blink
43.4201,blink
43.4409421,blink
46.0020201,blink
46.0173357,blink
46.0397106,blink
47.1730781,blink
47.1959411,blink
47.2129848,blink
47.2325007,blink
47.4719682,blink
47.4889297,blink
47.5032558,blink
47.5244383,blink
48.1468497,blink
48.1753119,blink
48.1960356,blink
48.2115066,blink
48.2270919,blink
48.2435553,blink
48.2634728,blink
48.2855262,blink
48.3074417,blink
49.3764837,blink
49.3946446,blink
49.413055,blink
49.4323375,blink
49.4565539,blink
49.4753402,blink
49.4989994,blink
49.5139292,blink
49.5360143,blink
49.5588272,blink
49.5805435,blink
49.6001744,blink
49.6137251,blink
49.8263048,blink
49.8452459,blink
49.8609638,blink
49.8824184,blink
50.3196239,blink
50.335046,blink
50.3508393,blink
51.7484589,blink
51.7660863,blink
51.7861484,blink
51.8017037,blink
52.1107044,blink
52.138394,blink
52.1542374,blink
52.1702272,blink
53.1188163,blink
53.1450457,blink
53.1627119,blink
53.1902928,blink
54.3454778,blink
54.3668792,blink
54.3836877,blink
54.4062069,blink
55.2674176,blink
55.2972387,blink
55.3159094,blink
55.332737,blink
55.3555866,blink
55.3775835,blink
57.0271603,blink
57.0420661,blink
57.0640874,blink
57.0883333,blink
57.9215603,blink
57.9472393,blink
57.967134,blink
57.9807499,blink
58.3142468,blink
58.336887,blink
58.352077,blink
58.3768416,blink
60.8039337,eye gaze ends
60.9184936,starts eye gazing
61.8918862,blink
61.9145817,blink
61.9381168,blink
61.9566566,blink
62.8740022,eye gaze ends
63.2673604,blink
63.2955539,blink
63.3196712,blink
63.3415849,blink
63.3640004,blink
63.3867816,blink
63.5237284,starts eye gazing
63.8210673,eye gaze ends
63.8368494,starts eye gazing
64.0190547,eye gaze ends
64.1120362,blink
64.1346291,blink
64.1643371,starts eye gazing
64.1643371,blink
64.3542516,eye gaze ends
65.7264387,blink
65.7536276,blink
65.7756196,blink
65.7980323,blink
66.2292059,starts eye gazing
67.6657403,blink
67.6862326,blink
67.6997872,blink
67.7146412,blink
67.7463263,blink
67.7639159,blink
67.7796158,blink
67.8012841,blink
67.8212084,blink
67.8460139,blink
67.8676089,blink
67.9025649,blink
67.9220882,blink
67.943777,blink
67.9693392,blink
67.9916154,blink
68.0073929,blink
68.3095955,blink
68.3267069,blink
69.5931016,blink
69.6084542,blink
69.6301457,blink
69.6528825,blink
69.6751827,blink
70.9586186,blink
70.9752713,blink
70.9972051,blink
71.0212219,blink
71.6471958,blink
71.6636581,blink
71.6827879,blink
72.0346019,blink
72.0630733,blink
72.8858283,blink
72.905694,blink
