0.0777573,blink
0.8206446,blink
0.8434547,blink
2.0639277,blink
2.1005057,blink
5.949268,blink
5.9724536,blink
5.989809,blink
6.0089099,blink
6.0313755,blink
7.6507009,blink
7.6748954,blink
7.702556,blink
7.716702,blink
9.6600121,blink
9.6829484,blink
9.7015349,blink
9.7182845,blink
10.2652906,blink
10.2874466,blink
10.9165843,blink
10.9350106,blink
11.6210635,blink
11.6391583,blink
11.6549256,blink
11.6726252,blink
11.6947364,blink
14.6442431,blink
14.6603415,blink
14.6785432,blink
15.5316888,starts eye gazing
17.687689,blink
17.7060804,blink
17.7271401,blink
17.7456116,blink
17.7624403,blink
18.9839524,blink
19.0095464,blink
19.0292609,blink
20.4934905,blink
20.5137674,blink
20.5310136,blink
20.5520278,blink
20.5741016,blink
20.5962741,blink
23.1130088,blink
23.1370791,blink
23.1613138,blink
23.1819302,blink
23.206935,blink
23.3863274,blink
23.4047961,blink
23.42403,blink
23.4388124,blink
24.0306294,blink
24.0654313,blink
26.5148923,blink
26.5352538,blink
26.5600995,blink
26.5823176,blink
26.8733996,blink
26.8890477,blink
26.9228432,blink
26.9393785,blink
30.0069356,Stop recording
