0.0234021,eye gaze ends
0.620638,blink
0.6373137,blink
0.7399164,blink
1.4330331,blink
1.7097331,blink
1.7312484,blink
1.7621545,blink
1.7769588,blink
1.7962921,blink
1.8123559,blink
1.8329477,blink
1.855963,blink
1.8771285,blink
1.9059218,blink
1.9248277,blink
1.9432604,blink
1.9638289,blink
1.9855794,blink
2.0064896,blink
2.1562442,blink
2.1788389,blink
2.2046607,blink
2.2228039,starts eye gazing
2.2228039,blink
2.2388067,blink
2.2590166,blink
2.2748868,blink
2.2955241,blink
2.3144536,blink
2.3465626,blink
2.3690229,blink
2.3905812,blink
2.4152129,blink
2.8867898,blink
2.9038329,blink
2.9222956,blink
2.9483116,blink
2.9644386,blink
2.9849094,blink
3.0055604,blink
3.0279026,blink
3.0504274,blink
3.22814,blink
3.2500601,blink
3.2679967,blink
3.2852576,blink
3.3067338,blink
3.3289367,blink
3.3521558,blink
3.3671946,blink
3.3986247,blink
4.3468898,eye gaze ends
4.5685484,blink
4.5852921,starts eye gazing
4.5852921,blink
4.6059381,blink
4.6205115,blink
4.6347311,blink
4.6492416,blink
4.6694617,blink
4.6988189,blink
4.7164645,blink
4.7341113,blink
4.7500132,blink
5.6540037,blink
5.6787056,blink
5.6947469,blink
5.7241636,blink
5.7423301,blink
5.7969659,blink
6.017232,eye gaze ends
6.0770179,blink
6.1173908,blink
6.145731,blink
6.7815139,blink
6.8041364,blink
6.8241756,blink
6.8382532,blink
6.8647664,blink
6.8834756,blink
6.9013046,blink
6.9163226,blink
6.9392712,blink
7.0304587,blink
7.0463325,blink
7.0633917,blink
7.0819736,blink
7.1791302,blink
7.3273495,blink
7.4169146,blink
7.4581271,blink
7.474357,blink
7.4937686,blink
7.5142517,blink
7.53793,blink
7.5572576,blink
7.5818445,blink
7.6011404,blink
7.6396589,blink
7.749381,blink
7.7658937,blink
7.7806345,blink
7.80394,blink
7.8234517,blink
7.8403421,blink
7.8683,blink
7.8861978,blink
7.9032828,blink
7.9201915,blink
7.9389013,blink
7.9587301,blink
7.9819989,blink
8.0108673,blink
8.0250806,blink
